Problem_ID,Subcat,problem_latex,answer_latex
C_3x3_matvec_009,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} -5 & -4 & -1 \\ 0 & -4 & -1 \\ 1 & -3 & -2 \end{bmatrix}

x = \begin{bmatrix} -1 \\ 0 \\ -1 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} 6 \\ 1 \\ 1 \end{bmatrix}
C_3x3_matvec_010,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} 3 & -2 & -1 \\ -1 & -3 & 2 \\ -3 & -2 & 3 \end{bmatrix}

x = \begin{bmatrix} 5 \\ 2 \\ 5 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} 6 \\ -1 \\ -4 \end{bmatrix}
C_3x3_matvec_011,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} 4 & 0 & 3 \\ -2 & 0 & 0 \\ 5 & 4 & 0 \end{bmatrix}

x = \begin{bmatrix} 2 \\ -3 \\ 3 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} 17 \\ -4 \\ -2 \end{bmatrix}
C_3x3_matvec_012,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} 1 & 0 & 3 \\ 1 & -5 & -2 \\ -4 & 3 & -5 \end{bmatrix}

x = \begin{bmatrix} -3 \\ 1 \\ 2 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} 3 \\ -12 \\ 5 \end{bmatrix}
C_3x3_matvec_013,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} 0 & 4 & 5 \\ -4 & 5 & 1 \\ 1 & -4 & 1 \end{bmatrix}

x = \begin{bmatrix} 2 \\ 1 \\ -5 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} -21 \\ -8 \\ -7 \end{bmatrix}
C_3x3_matvec_014,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} 0 & 5 & 2 \\ -4 & 5 & 5 \\ -4 & 3 & -1 \end{bmatrix}

x = \begin{bmatrix} 1 \\ -1 \\ 3 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} 1 \\ 6 \\ -10 \end{bmatrix}
C_3x3_matvec_015,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} 5 & 3 & 5 \\ 5 & -5 & -3 \\ 2 & 1 & -5 \end{bmatrix}

x = \begin{bmatrix} -4 \\ 0 \\ 1 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} -15 \\ -23 \\ -13 \end{bmatrix}
C_3x3_matvec_016,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} -4 & -4 & -4 \\ 1 & -5 & 1 \\ 0 & 0 & 2 \end{bmatrix}

x = \begin{bmatrix} 0 \\ 3 \\ 3 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} -24 \\ -12 \\ 6 \end{bmatrix}
C_3x3_matvec_017,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} 5 & 3 & 0 \\ 0 & -3 & 1 \\ -4 & 5 & 4 \end{bmatrix}

x = \begin{bmatrix} -4 \\ 3 \\ -4 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} -11 \\ -13 \\ 15 \end{bmatrix}
C_3x3_matvec_018,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} 2 & -5 & 0 \\ 2 & 3 & -1 \\ 5 & 3 & -3 \end{bmatrix}

x = \begin{bmatrix} 2 \\ 3 \\ -2 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} -11 \\ 15 \\ 25 \end{bmatrix}
C_3x3_matvec_019,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} 3 & 4 & 3 \\ 3 & 1 & -3 \\ 3 & -1 & 0 \end{bmatrix}

x = \begin{bmatrix} -2 \\ -2 \\ -4 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} -26 \\ 4 \\ -4 \end{bmatrix}
C_3x3_matvec_020,matrix_vector,"Compute the matrix-vector product b = A·x for the 3×3 matrix A and vector x.

A = \begin{bmatrix} 5 & -4 & -5 \\ 5 & 1 & -1 \\ 3 & -1 & -4 \end{bmatrix}

x = \begin{bmatrix} 3 \\ -4 \\ 1 \end{bmatrix}

Compute each entry of b by taking the dot product of each row of A with x.
Show your steps. Put the final vector b inside \boxed{}.",Ax = \begin{bmatrix} 26 \\ 10 \\ 9 \end{bmatrix}
C_3x3_mult_001,multiplication,"Compute the product AB for the given 3×3 matrices A and B.

A = \begin{bmatrix} -9 & 6 & -3 \\ -5 & -7 & 2 \\ 6 & 9 & -5 \end{bmatrix}, \quad B = \begin{bmatrix} 4 & -5 & 5 \\ 7 & 4 & -5 \\ 2 & 6 & 6 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",AB = \begin{bmatrix} 0 & 51 & -93 \\ -65 & 9 & 22 \\ 77 & -24 & -45 \end{bmatrix}
C_3x3_mult_002,multiplication,"Compute the product AB for the given 3×3 matrices A and B.

A = \begin{bmatrix} -3 & -6 & -9 \\ -5 & 0 & -5 \\ -6 & -8 & 0 \end{bmatrix}, \quad B = \begin{bmatrix} 9 & -9 & -5 \\ 3 & -6 & 6 \\ 6 & -8 & 7 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",AB = \begin{bmatrix} -99 & 135 & -84 \\ -75 & 85 & -10 \\ -78 & 102 & -18 \end{bmatrix}
C_3x3_mult_003,multiplication,"Compute the product AB for the given 3×3 matrices A and B.

A = \begin{bmatrix} 2 & 8 & -7 \\ -9 & -9 & 9 \\ 1 & -5 & 2 \end{bmatrix}, \quad B = \begin{bmatrix} -7 & -9 & -9 \\ -2 & 0 & 1 \\ 2 & 3 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",AB = \begin{bmatrix} -44 & -39 & -24 \\ 99 & 108 & 90 \\ 7 & -3 & -10 \end{bmatrix}
C_3x3_mult_004,multiplication,"Compute the product AB for the given 3×3 matrices A and B.

A = \begin{bmatrix} 4 & -8 & 9 \\ 8 & -7 & 7 \\ -2 & 0 & -8 \end{bmatrix}, \quad B = \begin{bmatrix} 9 & -1 & -3 \\ -6 & 8 & 3 \\ 1 & -6 & -6 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",AB = \begin{bmatrix} 93 & -122 & -90 \\ 121 & -106 & -87 \\ -26 & 50 & 54 \end{bmatrix}
C_3x3_mult_005,multiplication,"Compute the product AB for the given 3×3 matrices A and B.

A = \begin{bmatrix} 0 & -5 & -1 \\ -7 & 7 & -7 \\ 6 & -6 & 8 \end{bmatrix}, \quad B = \begin{bmatrix} 7 & -3 & -5 \\ 2 & 7 & 3 \\ -7 & -1 & 7 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",AB = \begin{bmatrix} -3 & -34 & -22 \\ 14 & 77 & 7 \\ -26 & -68 & 8 \end{bmatrix}
C_3x3_mult_006,multiplication,"Compute the product AB for the given 3×3 matrices A and B.

A = \begin{bmatrix} 7 & 6 & 3 \\ 9 & 7 & -6 \\ 2 & -1 & 9 \end{bmatrix}, \quad B = \begin{bmatrix} 2 & -1 & -3 \\ 4 & 9 & 5 \\ 6 & -5 & -7 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",AB = \begin{bmatrix} 56 & 32 & -12 \\ 10 & 84 & 50 \\ 54 & -56 & -74 \end{bmatrix}
C_3x3_mult_007,multiplication,"Compute the product AB for the given 3×3 matrices A and B.

A = \begin{bmatrix} 2 & -6 & 6 \\ -3 & 3 & 0 \\ -3 & 4 & -5 \end{bmatrix}, \quad B = \begin{bmatrix} -7 & 1 & 1 \\ 8 & 5 & 2 \\ -1 & 0 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",AB = \begin{bmatrix} -68 & -28 & 2 \\ 45 & 12 & 3 \\ 58 & 17 & -5 \end{bmatrix}
C_3x3_mult_008,multiplication,"Compute the product AB for the given 3×3 matrices A and B.

A = \begin{bmatrix} 7 & -4 & -3 \\ 4 & 3 & -2 \\ 0 & -1 & 8 \end{bmatrix}, \quad B = \begin{bmatrix} -8 & -5 & -5 \\ -4 & 9 & -2 \\ 6 & 3 & -9 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",AB = \begin{bmatrix} -58 & -80 & 0 \\ -56 & 1 & -8 \\ 52 & 15 & -70 \end{bmatrix}
C_3x3_mult_009,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} -2 & 0 & -2 \\ -4 & 1 & 2 \\ -3 & -2 & -2 \end{bmatrix}

B = \begin{bmatrix} 1 & 2 & 2 \\ 4 & 2 & -2 \\ -4 & 1 & 4 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} 6 & -6 & -12 \\ -8 & -4 & -2 \\ -3 & -12 & -10 \end{bmatrix}
C_3x3_mult_010,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} 4 & -2 & -2 \\ -4 & -3 & 0 \\ 0 & -1 & -2 \end{bmatrix}

B = \begin{bmatrix} 3 & 0 & 3 \\ 4 & -2 & -3 \\ 4 & 1 & -2 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} -4 & 2 & 22 \\ -24 & 6 & -3 \\ -12 & 0 & 7 \end{bmatrix}
C_3x3_mult_011,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} 1 & 0 & 4 \\ -2 & 4 & 4 \\ -3 & -3 & 0 \end{bmatrix}

B = \begin{bmatrix} -4 & -2 & -1 \\ 4 & 4 & -3 \\ 4 & -4 & 2 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} 12 & -18 & 7 \\ 40 & 4 & -2 \\ 0 & -6 & 12 \end{bmatrix}
C_3x3_mult_012,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} 3 & 4 & -2 \\ 4 & -3 & 0 \\ 0 & -2 & -4 \end{bmatrix}

B = \begin{bmatrix} 2 & -1 & 1 \\ -1 & -1 & 3 \\ -4 & 2 & 2 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} 10 & -11 & 11 \\ 11 & -1 & -5 \\ 18 & -6 & -14 \end{bmatrix}
C_3x3_mult_013,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} -1 & -2 & -4 \\ 4 & 4 & -2 \\ -4 & -3 & -4 \end{bmatrix}

B = \begin{bmatrix} 3 & 4 & -3 \\ 2 & -3 & -1 \\ 1 & 2 & 3 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} -11 & -6 & -7 \\ 18 & 0 & -22 \\ -22 & -15 & 3 \end{bmatrix}
C_3x3_mult_014,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} -4 & -3 & -2 \\ -2 & 4 & 2 \\ -2 & 4 & 0 \end{bmatrix}

B = \begin{bmatrix} 0 & -1 & -3 \\ 4 & -4 & -3 \\ -2 & -2 & -3 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} -8 & 20 & 27 \\ 12 & -18 & -12 \\ 16 & -14 & -6 \end{bmatrix}
C_3x3_mult_015,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} -4 & 2 & 4 \\ -3 & -2 & 0 \\ 4 & 2 & 2 \end{bmatrix}

B = \begin{bmatrix} 1 & -1 & -3 \\ 3 & 3 & -4 \\ 2 & -4 & 2 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} 10 & -6 & 12 \\ -9 & -3 & 17 \\ 14 & -6 & -16 \end{bmatrix}
C_3x3_mult_016,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} 3 & -3 & -1 \\ -3 & 1 & 4 \\ -4 & -1 & 4 \end{bmatrix}

B = \begin{bmatrix} -2 & -3 & 0 \\ 0 & 1 & -2 \\ 4 & 0 & -2 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} -10 & -12 & 8 \\ 22 & 10 & -10 \\ 24 & 11 & -6 \end{bmatrix}
C_3x3_mult_017,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} 4 & 4 & 0 \\ -4 & 1 & 0 \\ -3 & 1 & 3 \end{bmatrix}

B = \begin{bmatrix} -4 & 2 & -3 \\ 2 & -1 & -4 \\ 4 & -3 & 1 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} -8 & 4 & -28 \\ 18 & -9 & 8 \\ 26 & -16 & 8 \end{bmatrix}
C_3x3_mult_018,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} -3 & 4 & 2 \\ 3 & -1 & 0 \\ 1 & 3 & 3 \end{bmatrix}

B = \begin{bmatrix} -4 & 1 & -4 \\ -2 & 3 & -2 \\ 3 & 0 & -2 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} 10 & 9 & 0 \\ -10 & 0 & -10 \\ -1 & 10 & -16 \end{bmatrix}
C_3x3_mult_019,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} -1 & 0 & 2 \\ 1 & 4 & 3 \\ 2 & 1 & -2 \end{bmatrix}

B = \begin{bmatrix} -1 & -3 & -1 \\ 4 & -1 & -3 \\ 1 & 4 & 3 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} 3 & 11 & 7 \\ 18 & 5 & -4 \\ 0 & -15 & -11 \end{bmatrix}
C_3x3_mult_020,multiplication,"Compute the matrix product C = A × B for the two 3×3 matrices.

A = \begin{bmatrix} -2 & 0 & 0 \\ -2 & -2 & -2 \\ 4 & 2 & 3 \end{bmatrix}

B = \begin{bmatrix} 3 & 4 & -4 \\ 3 & -4 & 0 \\ 1 & -1 & -3 \end{bmatrix}

Show your row-by-column computation steps clearly.
Put the final 3×3 result matrix inside \boxed{}.",AB = \begin{bmatrix} -6 & -8 & 8 \\ -14 & 2 & 14 \\ 21 & 5 & -25 \end{bmatrix}
C_3x3_nullity_001,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 3 & 4 & 3 \\ -4 & 2 & 2 \\ 1 & 2 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 0
C_3x3_nullity_002,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 4 & -4 & -4 \\ -4 & 2 & -4 \\ 12 & -10 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 1
C_3x3_nullity_003,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 0 & 0 & 0 \\ 1 & -2 & 2 \\ -1 & 2 & -2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_004,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 1 & 4 & -4 \\ -1 & 2 & -1 \\ 0 & 12 & -10 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 1
C_3x3_nullity_005,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} -12 & 9 & 6 \\ 4 & -3 & -2 \\ 8 & -6 & -4 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_006,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} -4 & 3 & 2 \\ 0 & 0 & 0 \\ 0 & 0 & 0 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_007,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 8 & -2 & 4 \\ -16 & 4 & -8 \\ -16 & 4 & -8 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_008,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} -8 & -2 & -4 \\ -12 & -3 & -6 \\ 0 & 0 & 0 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_009,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 8 & -12 & -12 \\ 8 & -12 & -12 \\ 4 & -6 & -6 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_010,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 4 & 0 & -2 \\ 0 & 2 & -6 \\ 10 & -1 & -2 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 1
C_3x3_nullity_011,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} -3 & 7 & 6 \\ 9 & 5 & 8 \\ 0 & -4 & -4 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 1
C_3x3_nullity_012,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} -12 & 12 & -4 \\ 6 & -6 & 2 \\ -3 & 3 & -1 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_013,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 0 & 0 & -4 \\ 0 & 0 & 0 \\ 0 & 0 & -12 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_014,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} -1 & -1 & 1 \\ 4 & 4 & -4 \\ 4 & 4 & -4 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_015,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 12 & 8 & 16 \\ 3 & 2 & 4 \\ 6 & 4 & 8 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_016,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 2 & 0 & -22 \\ 1 & 2 & 3 \\ 1 & 4 & 17 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 1
C_3x3_nullity_017,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 2 & 1 & 4 \\ 14 & 4 & 24 \\ 11 & 1 & 16 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 1
C_3x3_nullity_018,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 6 & -12 & -12 \\ 12 & -14 & -9 \\ 9 & -12 & -9 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 1
C_3x3_nullity_019,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 1 & -1 & 4 \\ 0 & 0 & 0 \\ 4 & -4 & 16 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_nullity_020,nullity,"Find the nullity of the 3×3 matrix A.

A = \begin{bmatrix} 12 & 8 & 16 \\ -9 & -6 & -12 \\ -6 & -4 & -8 \end{bmatrix}

Recall: nullity = number of columns − rank.
First find the rank using row reduction, then compute the nullity.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{nullity}(A) = 2
C_3x3_pow2_001,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} 4 & 4 & -1 \\ 3 & 1 & 0 \\ -3 & -1 & 1 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 31 & 21 & -5 \\ 15 & 13 & -3 \\ -18 & -14 & 4 \end{bmatrix}
C_3x3_pow2_002,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} 4 & -4 & 2 \\ 3 & 4 & -1 \\ -3 & -2 & 3 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} -2 & -36 & 18 \\ 27 & 6 & -1 \\ -27 & -2 & 5 \end{bmatrix}
C_3x3_pow2_003,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} 3 & 1 & -3 \\ -3 & 0 & 1 \\ -4 & 2 & 0 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 18 & -3 & -8 \\ -13 & -1 & 9 \\ -18 & -4 & 14 \end{bmatrix}
C_3x3_pow2_004,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} -4 & -4 & 0 \\ 2 & 3 & -1 \\ -2 & 4 & 0 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 8 & 4 & 4 \\ 0 & -3 & -3 \\ 16 & 20 & -4 \end{bmatrix}
C_3x3_pow2_005,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} -2 & -1 & -4 \\ -2 & 0 & 4 \\ 2 & 3 & 0 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} -2 & -10 & 4 \\ 12 & 14 & 8 \\ -10 & -2 & 4 \end{bmatrix}
C_3x3_pow2_006,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} -4 & -1 & 4 \\ -4 & 3 & 2 \\ -2 & 3 & 3 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 12 & 13 & -6 \\ 0 & 19 & -4 \\ -10 & 20 & 7 \end{bmatrix}
C_3x3_pow2_007,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} -4 & -4 & 1 \\ 4 & -4 & 1 \\ -3 & 1 & 1 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} -3 & 33 & -7 \\ -35 & 1 & 1 \\ 13 & 9 & -1 \end{bmatrix}
C_3x3_pow2_008,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} -4 & 2 & 4 \\ 3 & -4 & -2 \\ -2 & 0 & -3 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 14 & -16 & -32 \\ -20 & 22 & 26 \\ 14 & -4 & 1 \end{bmatrix}
C_3x3_pow2_009,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} 3 & 2 & 3 \\ -3 & -4 & 4 \\ -2 & 1 & 4 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} -3 & 1 & 29 \\ -5 & 14 & -9 \\ -17 & -4 & 14 \end{bmatrix}
C_3x3_pow2_010,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} -4 & -4 & -4 \\ -3 & -4 & 3 \\ 1 & 4 & 3 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 24 & 16 & -8 \\ 27 & 40 & 9 \\ -13 & -8 & 17 \end{bmatrix}
C_3x3_pow2_011,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} 4 & -2 & -2 \\ 3 & -2 & -4 \\ 2 & 3 & 4 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 6 & -10 & -8 \\ -2 & -14 & -14 \\ 25 & 2 & 0 \end{bmatrix}
C_3x3_pow2_012,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} 4 & -3 & 2 \\ 3 & 2 & 3 \\ 3 & 0 & -4 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 13 & -18 & -9 \\ 27 & -5 & 0 \\ 0 & -9 & 22 \end{bmatrix}
