Problem_ID,Subcat,problem_latex,answer_latex
C_4x4_mult_001,multiplication,"A = \begin{bmatrix} 3 & -2 & 1 & -1 \\ 0 & 3 & -4 & 1 \\ 0 & 1 & -3 & -4 \\ -3 & -3 & 4 & 3 \end{bmatrix}, \quad B = \begin{bmatrix} -4 & -3 & 3 & 4 \\ -3 & 2 & -2 & -1 \\ 3 & 1 & 0 & 1 \\ 4 & -2 & -4 & 2 \end{bmatrix}",AB = \begin{bmatrix} -7 & -10 & 17 & 13 \\ -17 & 0 & -10 & -5 \\ -28 & 7 & 14 & -12 \\ 45 & 1 & -15 & 1 \end{bmatrix}
C_4x4_mult_002,multiplication,"A = \begin{bmatrix} -4 & 0 & 1 & 2 \\ 3 & 1 & 3 & 4 \\ -3 & -1 & 4 & 0 \\ 2 & 4 & -4 & 0 \end{bmatrix}, \quad B = \begin{bmatrix} 3 & -1 & 1 & 0 \\ -4 & 2 & -3 & 3 \\ -1 & 2 & 0 & -3 \\ -2 & 4 & 4 & -4 \end{bmatrix}",AB = \begin{bmatrix} -17 & 14 & 4 & -11 \\ -6 & 21 & 16 & -22 \\ -9 & 9 & 0 & -15 \\ -6 & -2 & -10 & 24 \end{bmatrix}
C_4x4_mult_003,multiplication,"A = \begin{bmatrix} -2 & 2 & 2 & -3 \\ 4 & -3 & -3 & -3 \\ 1 & -2 & 2 & 2 \\ 4 & 4 & 3 & -2 \end{bmatrix}, \quad B = \begin{bmatrix} 2 & 3 & -4 & -1 \\ -1 & 3 & 2 & 2 \\ 1 & -1 & 1 & -3 \\ 0 & -2 & -2 & 1 \end{bmatrix}",AB = \begin{bmatrix} -4 & 4 & 20 & -3 \\ 8 & 12 & -19 & -4 \\ 6 & -9 & -10 & -9 \\ 7 & 25 & -1 & -7 \end{bmatrix}
C_4x4_mult_004,multiplication,"A = \begin{bmatrix} 0 & -1 & -2 & 1 \\ -4 & -4 & -3 & -3 \\ -4 & 2 & 1 & -4 \\ -4 & -3 & 1 & 0 \end{bmatrix}, \quad B = \begin{bmatrix} 0 & -2 & 2 & 4 \\ 3 & 1 & 0 & -1 \\ -2 & 4 & 0 & -3 \\ -2 & -3 & -1 & 1 \end{bmatrix}",AB = \begin{bmatrix} -1 & -12 & -1 & 8 \\ 0 & 1 & -5 & -6 \\ 12 & 26 & -4 & -25 \\ -11 & 9 & -8 & -16 \end{bmatrix}
C_4x4_mult_005,multiplication,"A = \begin{bmatrix} 1 & 2 & -4 & -3 \\ 2 & 2 & -2 & -4 \\ -1 & 3 & 4 & 1 \\ -2 & 4 & 0 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} -3 & 4 & 0 & -4 \\ -4 & 3 & -3 & -1 \\ -4 & 4 & -3 & 2 \\ 3 & -2 & 1 & -4 \end{bmatrix}",AB = \begin{bmatrix} -4 & 0 & 3 & -2 \\ -18 & 14 & -4 & 2 \\ -22 & 19 & -20 & 5 \\ -19 & 10 & -15 & 16 \end{bmatrix}
C_4x4_mult_006,multiplication,"A = \begin{bmatrix} -2 & 2 & -2 & -1 \\ 1 & -2 & -4 & 1 \\ 1 & -1 & 1 & 2 \\ -4 & -2 & 0 & 3 \end{bmatrix}, \quad B = \begin{bmatrix} -3 & -4 & -4 & 2 \\ 0 & 1 & 1 & -2 \\ -2 & 4 & 0 & 3 \\ 0 & 4 & 3 & 2 \end{bmatrix}",AB = \begin{bmatrix} 10 & -2 & 7 & -16 \\ 5 & -18 & -3 & -4 \\ -5 & 7 & 1 & 11 \\ 12 & 26 & 23 & 2 \end{bmatrix}
C_4x4_mult_007,multiplication,"A = \begin{bmatrix} 1 & -4 & -4 & 2 \\ -4 & 4 & 4 & 1 \\ 4 & -4 & 2 & -1 \\ -4 & -1 & 0 & 0 \end{bmatrix}, \quad B = \begin{bmatrix} -2 & 4 & 3 & 2 \\ -3 & -3 & 1 & -2 \\ 1 & -3 & 2 & 1 \\ -4 & -1 & -2 & -1 \end{bmatrix}",AB = \begin{bmatrix} -2 & 26 & -13 & 4 \\ -4 & -41 & -2 & -13 \\ 10 & 23 & 14 & 19 \\ 11 & -13 & -13 & -6 \end{bmatrix}
C_4x4_mult_008,multiplication,"A = \begin{bmatrix} 0 & 0 & 2 & 1 \\ 0 & -2 & -1 & 4 \\ 3 & -2 & -1 & 2 \\ 4 & -4 & -2 & 2 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & -4 & 1 & 4 \\ 3 & 0 & 0 & -1 \\ 4 & -2 & -1 & -4 \\ -3 & -3 & -1 & -1 \end{bmatrix}",AB = \begin{bmatrix} 5 & -7 & -3 & -9 \\ -22 & -10 & -3 & 2 \\ -13 & -16 & 2 & 16 \\ -22 & -18 & 4 & 26 \end{bmatrix}
C_4x4_mult_009,multiplication,"A = \begin{bmatrix} 2 & 3 & 2 & -2 \\ 0 & -1 & 1 & -2 \\ -4 & -2 & 2 & 2 \\ 2 & 3 & 3 & -4 \end{bmatrix}, \quad B = \begin{bmatrix} -2 & -4 & 3 & -1 \\ 0 & -3 & -1 & 1 \\ 1 & -2 & 2 & 3 \\ -4 & -2 & 1 & 0 \end{bmatrix}",AB = \begin{bmatrix} 6 & -17 & 5 & 7 \\ 9 & 5 & 1 & 2 \\ 2 & 14 & -4 & 8 \\ 15 & -15 & 5 & 10 \end{bmatrix}
C_4x4_mult_010,multiplication,"A = \begin{bmatrix} 1 & 4 & 2 & 4 \\ -3 & -2 & -2 & -3 \\ -4 & -4 & -1 & -1 \\ 2 & 3 & 2 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & -2 & 1 & 2 \\ -1 & 4 & 3 & 0 \\ 0 & 3 & 2 & -4 \\ 4 & -2 & -3 & 1 \end{bmatrix}",AB = \begin{bmatrix} 13 & 12 & 5 & -2 \\ -13 & -2 & -4 & -1 \\ -4 & -9 & -15 & -5 \\ -13 & 20 & 24 & -7 \end{bmatrix}
C_4x4_mult_011,multiplication,"A = \begin{bmatrix} -2 & 0 & 1 & -3 \\ 3 & 0 & -3 & 2 \\ -1 & -1 & 1 & 1 \\ -1 & -1 & -4 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} -3 & 4 & 1 & -2 \\ -4 & -2 & -2 & 1 \\ 3 & -1 & 3 & 1 \\ 0 & 1 & 1 & -1 \end{bmatrix}",AB = \begin{bmatrix} 9 & -12 & -2 & 8 \\ -18 & 17 & -4 & -11 \\ 10 & -2 & 5 & 1 \\ -5 & -1 & -14 & 0 \end{bmatrix}
C_4x4_mult_012,multiplication,"A = \begin{bmatrix} -4 & -4 & -3 & -3 \\ -1 & -1 & -2 & 2 \\ 1 & 3 & -1 & -4 \\ 4 & -2 & 0 & 1 \end{bmatrix}, \quad B = \begin{bmatrix} 4 & 0 & -3 & 1 \\ -3 & 4 & -2 & 0 \\ -1 & 1 & -2 & -2 \\ 0 & 2 & 2 & 0 \end{bmatrix}",AB = \begin{bmatrix} -1 & -25 & 20 & 2 \\ 1 & -2 & 13 & 3 \\ -4 & 3 & -15 & 3 \\ 22 & -6 & -6 & 4 \end{bmatrix}
C_4x4_mult_013,multiplication,"A = \begin{bmatrix} 1 & -4 & 4 & 2 \\ 0 & -1 & -3 & -3 \\ -3 & 1 & 3 & -2 \\ 0 & -2 & 0 & -2 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & 4 & -4 & 4 \\ -3 & -1 & -1 & -4 \\ -4 & -2 & 3 & -1 \\ -3 & -4 & 4 & 3 \end{bmatrix}",AB = \begin{bmatrix} -9 & -8 & 20 & 22 \\ 24 & 19 & -20 & -2 \\ -12 & -11 & 12 & -25 \\ 12 & 10 & -6 & 2 \end{bmatrix}
C_4x4_mult_014,multiplication,"A = \begin{bmatrix} -2 & 2 & -3 & -4 \\ 4 & -1 & 4 & 2 \\ -2 & 3 & 3 & 2 \\ -1 & 2 & 2 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & -1 & 2 & -2 \\ 1 & 1 & 3 & 3 \\ -4 & -3 & 4 & 1 \\ 0 & -3 & -2 & 3 \end{bmatrix}",AB = \begin{bmatrix} 12 & 25 & -2 & -5 \\ -13 & -23 & 17 & -1 \\ -11 & -10 & 13 & 22 \\ -7 & 6 & 18 & 1 \end{bmatrix}
C_4x4_mult_015,multiplication,"A = \begin{bmatrix} 1 & 1 & 0 & -1 \\ 3 & 4 & 4 & 3 \\ -1 & -2 & -1 & 3 \\ 3 & -3 & 2 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} 0 & 3 & 4 & -1 \\ -1 & 0 & 2 & 0 \\ -2 & -2 & -2 & 3 \\ 4 & -4 & 1 & -4 \end{bmatrix}",AB = \begin{bmatrix} -5 & 7 & 5 & 3 \\ 0 & -11 & 15 & -3 \\ 16 & -13 & -3 & -14 \\ -13 & 17 & -1 & 15 \end{bmatrix}
C_4x4_mult_016,multiplication,"A = \begin{bmatrix} 3 & 0 & -2 & 0 \\ -2 & -2 & 0 & 2 \\ -2 & -1 & -3 & -3 \\ 0 & 3 & 1 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & -3 & 1 & 0 \\ -1 & -2 & -2 & -1 \\ 0 & 0 & 1 & 3 \\ -3 & 3 & 0 & -3 \end{bmatrix}",C = \begin{bmatrix} 3 & -9 & 1 & -6 \\ -6 & 16 & 2 & -4 \\ 8 & -1 & -3 & 1 \\ 6 & -15 & -5 & 9 \end{bmatrix}
C_4x4_mult_017,multiplication,"A = \begin{bmatrix} 3 & 2 & -1 & -2 \\ -1 & 2 & 3 & -1 \\ 0 & 2 & -2 & 2 \\ -2 & 2 & -3 & 3 \end{bmatrix}, \quad B = \begin{bmatrix} 2 & -2 & 2 & 1 \\ 0 & 2 & 1 & -3 \\ -2 & 1 & -1 & -1 \\ 0 & -2 & 3 & 0 \end{bmatrix}",C = \begin{bmatrix} 8 & 1 & 3 & -2 \\ -8 & 11 & -6 & -10 \\ 4 & -2 & 10 & -4 \\ 2 & -1 & 10 & -5 \end{bmatrix}
C_4x4_mult_018,multiplication,"A = \begin{bmatrix} -3 & 0 & 2 & 1 \\ 0 & 1 & -3 & 0 \\ -1 & 3 & 1 & -2 \\ 2 & -1 & 3 & -1 \end{bmatrix}, \quad B = \begin{bmatrix} 2 & 2 & 2 & 1 \\ -3 & -2 & 3 & 2 \\ 0 & 2 & 1 & 2 \\ 0 & -3 & -1 & -2 \end{bmatrix}",C = \begin{bmatrix} -6 & -5 & -5 & -1 \\ -3 & -8 & 0 & -4 \\ -11 & 0 & 10 & 11 \\ 7 & 15 & 5 & 8 \end{bmatrix}
C_4x4_mult_019,multiplication,"A = \begin{bmatrix} 3 & 3 & -2 & 3 \\ -1 & -2 & -2 & 0 \\ -2 & -2 & 1 & -1 \\ 1 & -3 & -3 & -2 \end{bmatrix}, \quad B = \begin{bmatrix} -1 & -2 & -1 & 3 \\ 0 & 1 & 2 & -2 \\ -2 & -1 & 1 & 0 \\ -3 & 1 & 3 & 0 \end{bmatrix}",C = \begin{bmatrix} -8 & 2 & 10 & 3 \\ 5 & 2 & -5 & 1 \\ 3 & 0 & -4 & -2 \\ 11 & -4 & -16 & 9 \end{bmatrix}
C_4x4_mult_020,multiplication,"A = \begin{bmatrix} 3 & -1 & -1 & -1 \\ 0 & 1 & -3 & 3 \\ -2 & 0 & -1 & 3 \\ 1 & -3 & -3 & -2 \end{bmatrix}, \quad B = \begin{bmatrix} 2 & 3 & 0 & 0 \\ 1 & 0 & 0 & -1 \\ 0 & -1 & 2 & 1 \\ 2 & -1 & -1 & 0 \end{bmatrix}",C = \begin{bmatrix} 3 & 11 & -1 & 0 \\ 7 & 0 & -9 & -4 \\ 2 & -8 & -5 & -1 \\ -5 & 8 & -4 & 0 \end{bmatrix}
C_4x4_nullity_001,nullity,A = \begin{bmatrix} -4 & -1 & -3 & 2 \\ -4 & -1 & -3 & 2 \\ -1 & -3 & -4 & -1 \\ 3 & 1 & 3 & -1 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_002,nullity,A = \begin{bmatrix} 5 & 0 & -1 & 3 \\ 5 & 2 & 2 & 4 \\ 4 & 3 & 1 & -4 \\ 3 & 4 & -4 & 4 \end{bmatrix},\text{nullity}(A) = 0
C_4x4_nullity_003,nullity,A = \begin{bmatrix} 0 & -5 & 4 & -5 \\ -4 & 4 & 0 & 4 \\ 4 & -4 & -4 & -3 \\ -4 & 0 & -1 & 5 \end{bmatrix},\text{nullity}(A) = 0
C_4x4_nullity_004,nullity,A = \begin{bmatrix} 8 & -4 & 0 & -10 \\ 1 & 2 & 1 & -1 \\ -4 & -8 & -4 & 4 \\ -3 & 4 & 1 & 4 \end{bmatrix},\text{nullity}(A) = 2
C_4x4_nullity_005,nullity,A = \begin{bmatrix} 1 & -4 & 3 & 5 \\ -2 & -4 & 1 & -4 \\ -2 & 0 & -3 & 3 \\ 0 & -1 & -4 & -1 \end{bmatrix},\text{nullity}(A) = 0
C_4x4_nullity_006,nullity,A = \begin{bmatrix} 0 & -2 & -3 & 5 \\ 1 & -3 & 5 & -1 \\ 0 & -3 & -4 & 1 \\ 0 & 5 & -3 & -4 \end{bmatrix},\text{nullity}(A) = 0
C_4x4_nullity_007,nullity,A = \begin{bmatrix} -5 & -2 & 1 & 0 \\ 5 & -4 & 0 & 2 \\ 1 & 5 & 1 & 5 \\ -2 & 3 & 0 & -4 \end{bmatrix},\text{nullity}(A) = 0
C_4x4_nullity_008,nullity,A = \begin{bmatrix} 8 & -2 & 0 & -2 \\ 3 & 2 & 4 & -2 \\ 0 & 2 & 0 & -4 \\ -1 & 4 & 4 & -3 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_009,nullity,A = \begin{bmatrix} 4 & 0 & -4 & 0 \\ 1 & 3 & 4 & -3 \\ -6 & 6 & 16 & -6 \\ -8 & 0 & 8 & 0 \end{bmatrix},\text{nullity}(A) = 2
C_4x4_nullity_010,nullity,A = \begin{bmatrix} 4 & -2 & -1 & 4 \\ -4 & -2 & 1 & -3 \\ 0 & 0 & 0 & 0 \\ 0 & -4 & 0 & 1 \end{bmatrix},\text{nullity}(A) = 2
C_4x4_nullity_011,nullity,A = \begin{bmatrix} 6 & -3 & -12 & 12 \\ 3 & -3 & 18 & -15 \\ -8 & 19 & 28 & -22 \\ 12 & -19 & -12 & 10 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_012,nullity,A = \begin{bmatrix} -15 & 15 & -8 & 7 \\ -21 & 23 & -2 & 4 \\ -5 & -1 & 22 & -12 \\ -5 & 7 & 14 & -8 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_013,nullity,A = \begin{bmatrix} 16 & -32 & 12 & -12 \\ -11 & 20 & -9 & 10 \\ -9 & 12 & -9 & 12 \\ -3 & -4 & -6 & 11 \end{bmatrix},\text{nullity}(A) = 2
C_4x4_nullity_014,nullity,A = \begin{bmatrix} 16 & -4 & -16 & -12 \\ 4 & -1 & -4 & -3 \\ -16 & 4 & 16 & 12 \\ -12 & 3 & 12 & 9 \end{bmatrix},\text{nullity}(A) = 3
C_4x4_nullity_015,nullity,A = \begin{bmatrix} 0 & 0 & 0 & -3 \\ 0 & 0 & 0 & 3 \\ 0 & 0 & 0 & 6 \\ 0 & 0 & 0 & -9 \end{bmatrix},\text{nullity}(A) = 3
C_4x4_nullity_016,nullity,A = \begin{bmatrix} 4 & 2 & 3 & 1 \\ -8 & 4 & 14 & -2 \\ 9 & 10 & -2 & 6 \\ 4 & 0 & 28 & -4 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_017,nullity,A = \begin{bmatrix} -2 & 2 & -1 & 0 \\ 8 & -8 & 6 & 0 \\ 4 & -4 & 2 & 0 \\ 2 & -2 & 2 & 0 \end{bmatrix},\text{nullity}(A) = 2
C_4x4_nullity_018,nullity,A = \begin{bmatrix} -9 & -3 & -12 & 3 \\ 9 & 3 & 12 & -3 \\ 9 & 3 & 12 & -3 \\ -3 & -1 & -4 & 1 \end{bmatrix},\text{nullity}(A) = 3
C_4x4_nullity_019,nullity,A = \begin{bmatrix} -9 & 18 & 3 & -20 \\ -6 & 6 & 15 & -8 \\ 8 & -8 & 15 & 4 \\ 9 & -15 & -13 & 18 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_020,nullity,A = \begin{bmatrix} 7 & 11 & -5 & 8 \\ 6 & 8 & -3 & 5 \\ -9 & 3 & -9 & 12 \\ 10 & 11 & -4 & 4 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_pow2_001,matrix_power,A = \begin{bmatrix} -2 & 2 & -2 & 0 \\ 2 & -1 & -3 & -1 \\ 2 & -2 & 3 & 2 \\ -3 & 1 & -1 & 3 \end{bmatrix},A^2 = \begin{bmatrix} 4 & -2 & -8 & -6 \\ -9 & 10 & -9 & -8 \\ -8 & 2 & 9 & 14 \\ -3 & -2 & -3 & 6 \end{bmatrix}
C_4x4_pow2_002,matrix_power,A = \begin{bmatrix} -1 & 1 & -2 & 1 \\ 0 & -1 & 2 & -2 \\ 3 & -2 & 2 & 1 \\ 1 & 2 & 1 & -3 \end{bmatrix},A^2 = \begin{bmatrix} -4 & 4 & 1 & -8 \\ 4 & -7 & 0 & 10 \\ 4 & 3 & -5 & 6 \\ -1 & -9 & 1 & 7 \end{bmatrix}
C_4x4_pow2_003,matrix_power,A = \begin{bmatrix} -1 & -2 & 1 & 2 \\ 3 & -2 & -2 & 0 \\ 0 & 3 & 1 & 2 \\ 0 & -3 & 1 & 0 \end{bmatrix},A^2 = \begin{bmatrix} -5 & 3 & 6 & 0 \\ -9 & -8 & 5 & 2 \\ 9 & -9 & -3 & 2 \\ -9 & 9 & 7 & 2 \end{bmatrix}
C_4x4_pow2_004,matrix_power,A = \begin{bmatrix} -3 & -1 & 0 & -1 \\ 3 & 2 & 1 & -3 \\ 0 & -3 & 0 & -3 \\ 2 & -3 & -2 & 1 \end{bmatrix},A^2 = \begin{bmatrix} 4 & 4 & 1 & 5 \\ -9 & 7 & 8 & -15 \\ -15 & 3 & 3 & 6 \\ -13 & -5 & -5 & 14 \end{bmatrix}
C_4x4_pow2_005,matrix_power,A = \begin{bmatrix} 3 & -1 & 2 & -3 \\ -2 & 3 & 3 & -3 \\ -2 & -2 & 2 & -3 \\ 2 & -1 & -2 & -3 \end{bmatrix},A^2 = \begin{bmatrix} 1 & -7 & 13 & -3 \\ -24 & 8 & 17 & -3 \\ -12 & -5 & 0 & 15 \\ 6 & 2 & 3 & 12 \end{bmatrix}
C_4x4_pow2_006,matrix_power,A = \begin{bmatrix} 1 & 3 & -2 & 2 \\ -3 & 0 & -2 & -2 \\ -1 & 1 & 3 & 1 \\ 0 & 0 & 0 & 2 \end{bmatrix},A^2 = \begin{bmatrix} -6 & 1 & -14 & -2 \\ -1 & -11 & 0 & -12 \\ -7 & 0 & 9 & 1 \\ 0 & 0 & 0 & 4 \end{bmatrix}
C_4x4_pow2_007,matrix_power,A = \begin{bmatrix} -3 & 1 & -1 & -1 \\ -1 & 2 & -3 & 1 \\ 1 & 3 & -1 & 2 \\ -3 & -3 & 2 & -1 \end{bmatrix},A^2 = \begin{bmatrix} 10 & -1 & -1 & 3 \\ -5 & -9 & 0 & -4 \\ -13 & -2 & -5 & -2 \\ 17 & 0 & 8 & 5 \end{bmatrix}
C_4x4_pow2_008,matrix_power,A = \begin{bmatrix} -2 & -1 & -3 & 3 \\ -1 & 2 & -1 & 0 \\ -1 & 1 & 1 & 0 \\ 3 & 2 & 3 & 1 \end{bmatrix},A^2 = \begin{bmatrix} 17 & 3 & 13 & -3 \\ 1 & 4 & 0 & -3 \\ 0 & 4 & 3 & -3 \\ -8 & 6 & -5 & 10 \end{bmatrix}
C_4x4_pow2_009,matrix_power,A = \begin{bmatrix} 0 & 0 & 3 & 3 \\ -1 & 2 & -1 & -1 \\ -3 & 0 & -2 & -3 \\ 2 & -1 & 1 & 2 \end{bmatrix},A^2 = \begin{bmatrix} -3 & -3 & -3 & -3 \\ -1 & 5 & -4 & -4 \\ 0 & 3 & -8 & -9 \\ 2 & -4 & 7 & 8 \end{bmatrix}
C_4x4_pow2_010,matrix_power,A = \begin{bmatrix} 2 & -1 & -1 & -3 \\ -2 & 1 & 0 & 2 \\ -2 & 1 & 1 & 0 \\ -3 & 1 & 2 & -3 \end{bmatrix},A^2 = \begin{bmatrix} 17 & -7 & -9 & 1 \\ -12 & 5 & 6 & 2 \\ -8 & 4 & 3 & 8 \\ -3 & 3 & -1 & 20 \end{bmatrix}
C_4x4_pow2_011,matrix_power,A = \begin{bmatrix} -1 & 3 & 0 & 3 \\ 2 & -2 & -3 & 1 \\ -2 & 2 & 2 & 0 \\ 2 & 0 & 0 & -2 \end{bmatrix},A^2 = \begin{bmatrix} 13 & -9 & -9 & -6 \\ 2 & 4 & 0 & 2 \\ 2 & -6 & -2 & -4 \\ -6 & 6 & 0 & 10 \end{bmatrix}
C_4x4_pow2_012,matrix_power,A = \begin{bmatrix} 1 & -2 & 1 & 2 \\ 2 & -2 & 2 & 2 \\ -2 & -3 & 1 & -1 \\ 0 & -3 & -2 & 1 \end{bmatrix},A^2 = \begin{bmatrix} -5 & -7 & -6 & -1 \\ -6 & -12 & -4 & 0 \\ -10 & 10 & -5 & -12 \\ -2 & 9 & -10 & -3 \end{bmatrix}
C_4x4_pow2_013,matrix_power,A = \begin{bmatrix} 1 & -1 & -1 & 0 \\ -1 & -1 & -1 & 0 \\ 0 & 1 & -2 & -2 \\ -1 & 2 & 2 & 2 \end{bmatrix},A^2 = \begin{bmatrix} 2 & -1 & 2 & 2 \\ 0 & 1 & 4 & 2 \\ 1 & -7 & -1 & 0 \\ -5 & 5 & -1 & 0 \end{bmatrix}
C_4x4_pow2_014,matrix_power,A = \begin{bmatrix} -1 & 3 & 0 & -1 \\ 1 & 3 & 0 & -3 \\ -1 & 3 & 0 & -2 \\ 3 & -1 & -1 & -3 \end{bmatrix},A^2 = \begin{bmatrix} 1 & 7 & 1 & -5 \\ -7 & 15 & 3 & -1 \\ -2 & 8 & 2 & -2 \\ -12 & 6 & 3 & 11 \end{bmatrix}
C_4x4_pow2_015,matrix_power,A = \begin{bmatrix} 3 & 2 & -1 & 0 \\ -2 & 3 & 3 & -2 \\ -2 & 3 & -2 & -1 \\ 2 & -2 & 2 & 1 \end{bmatrix},A^2 = \begin{bmatrix} 7 & 9 & 5 & -3 \\ -22 & 18 & 1 & -11 \\ -10 & 1 & 13 & -5 \\ 8 & 2 & -10 & 3 \end{bmatrix}
C_4x4_pow2_016,matrix_power,A = \begin{bmatrix} -2 & -3 & -2 & 0 \\ 3 & 0 & -3 & -3 \\ -2 & 0 & 0 & -1 \\ 1 & -2 & -2 & 3 \end{bmatrix},A^2 = \begin{bmatrix} -1 & 6 & 13 & 11 \\ -3 & -3 & 0 & -6 \\ 3 & 8 & 6 & -3 \\ -1 & -9 & -2 & 17 \end{bmatrix}
C_4x4_pow2_017,matrix_power,A = \begin{bmatrix} 0 & 1 & 1 & -2 \\ 1 & 2 & -3 & -1 \\ -2 & 1 & 3 & -1 \\ -3 & 1 & -1 & 1 \end{bmatrix},A^2 = \begin{bmatrix} 5 & 1 & 2 & -4 \\ 11 & 1 & -13 & -2 \\ -2 & 2 & 5 & -1 \\ 0 & -1 & -10 & 7 \end{bmatrix}
C_4x4_pow2_018,matrix_power,A = \begin{bmatrix} -3 & -2 & -1 & 2 \\ 0 & 1 & 1 & 1 \\ 3 & -2 & 1 & -2 \\ 0 & -1 & 3 & -3 \end{bmatrix},A^2 = \begin{bmatrix} 6 & 4 & 6 & -12 \\ 3 & -2 & 5 & -4 \\ -6 & -8 & -10 & 8 \\ 9 & -4 & -7 & 2 \end{bmatrix}
C_4x4_pow2_019,matrix_power,A = \begin{bmatrix} 0 & -3 & -1 & 1 \\ -2 & -1 & 1 & 2 \\ 1 & -3 & -1 & 2 \\ 3 & -2 & -1 & 3 \end{bmatrix},A^2 = \begin{bmatrix} 8 & 4 & -3 & -5 \\ 9 & 0 & -2 & 4 \\ 11 & -1 & -5 & -1 \\ 12 & -10 & -7 & 6 \end{bmatrix}
C_4x4_pow2_020,matrix_power,A = \begin{bmatrix} -3 & 3 & -1 & 1 \\ 0 & -1 & -1 & -3 \\ 3 & 2 & 3 & 0 \\ 3 & -3 & -1 & 0 \end{bmatrix},A^2 = \begin{bmatrix} 9 & -17 & -4 & -12 \\ -12 & 8 & 1 & 3 \\ 0 & 13 & 4 & -3 \\ -12 & 10 & -3 & 12 \end{bmatrix}
C_4x4_rank_001,rank,A = \begin{bmatrix} -2 & 0 & -1 & 3 \\ 1 & -3 & -3 & 2 \\ 6 & 2 & 5 & 3 \\ 2 & 1 & 2 & 3 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_002,rank,A = \begin{bmatrix} 2 & 1 & 0 & -2 \\ 0 & -3 & 6 & 9 \\ 0 & 1 & -2 & -3 \\ 2 & 0 & 2 & 1 \end{bmatrix},\text{rank}(A) = 2
C_4x4_rank_003,rank,A = \begin{bmatrix} 4 & -4 & 4 & 4 \\ -5 & -2 & -2 & 3 \\ 2 & 0 & 0 & 4 \\ 0 & 5 & 1 & -2 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_004,rank,A = \begin{bmatrix} -4 & 0 & 3 & 0 \\ 2 & 2 & -4 & -2 \\ 0 & -5 & 4 & 3 \\ -2 & 1 & 0 & -4 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_005,rank,A = \begin{bmatrix} 2 & 2 & 2 & 0 \\ 4 & -3 & 3 & -3 \\ 1 & -5 & 2 & -2 \\ -1 & 2 & -1 & 1 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_006,rank,A = \begin{bmatrix} 2 & -4 & 0 & 1 \\ -2 & 4 & 0 & -1 \\ 3 & -10 & 2 & 4 \\ -3 & 2 & 2 & 1 \end{bmatrix},\text{rank}(A) = 2
C_4x4_rank_007,rank,A = \begin{bmatrix} -14 & 8 & -10 & 18 \\ -3 & 2 & -2 & 4 \\ 4 & -4 & 3 & -4 \\ 0 & 2 & 0 & -1 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_008,rank,A = \begin{bmatrix} 8 & -11 & -4 & -9 \\ 1 & 3 & -3 & 3 \\ -1 & 0 & 3 & 4 \\ -4 & 4 & 2 & 1 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_009,rank,A = \begin{bmatrix} 2 & 2 & -1 & -1 \\ 2 & 5 & -3 & 3 \\ -1 & -4 & -2 & -4 \\ 3 & 3 & 3 & -1 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_010,rank,A = \begin{bmatrix} 1 & 3 & -1 & 0 \\ -5 & -5 & -5 & -3 \\ -4 & 3 & -5 & -2 \\ -2 & -3 & -5 & 2 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_011,rank,A = \begin{bmatrix} 1 & -2 & 2 & -5 \\ -5 & 5 & -4 & 4 \\ 2 & 1 & 2 & -5 \\ -5 & -5 & -5 & 5 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_012,rank,A = \begin{bmatrix} -1 & -4 & -2 & -4 \\ 4 & 3 & -5 & -2 \\ 2 & -1 & -3 & -1 \\ -1 & 2 & 1 & 0 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_013,rank,A = \begin{bmatrix} 1 & 3 & -4 & 0 \\ 3 & -2 & 4 & -3 \\ -5 & 3 & 3 & -3 \\ 5 & 1 & -5 & 1 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_014,rank,A = \begin{bmatrix} 0 & -18 & 8 & -20 \\ -3 & -31 & -7 & -23 \\ -3 & -16 & -5 & -10 \\ -6 & -17 & -8 & -7 \end{bmatrix},\text{rank}(A) = 3
